favorites,retweets,tweet_id
2664,586,734776360183431168
1590,431,734559631394082816
3817,845,733828123016450049
3904,1097,733822306246479872
3342,1032,733482008106668032
4474,1396,733460102733135873
45190,17223,733109485275860992
2595,583,732732193018155009
3752,959,732726085725589504
3918,838,732585889486888962
8587,2735,732375214819057664
15848,5927,732005617171337216
3704,1072,731285275100512256
4077,1384,731156023742988288
6508,2157,730924654643314689
5226,2343,730573383004487680
3685,1131,730427201120833536
4065,1145,730211855403241472
5188,2091,730196704625098752
4275,1218,729854734790754305
1805,418,729838605770891264
4236,1340,729823566028484608
6168,2496,729463711119904772
1998,359,729113531270991872
3367,888,728986383096946689
4959,1842,728760639972315136
2961,738,728751179681943552
3519,1131,728653952833728512
5234,2186,728409960103686147
3900,1040,728387165835677696
4577,1272,728046963732717569
4822,1811,728035342121635841
4351,1187,728015554473250816
3119,691,727685679342333952
6265,1903,727644517743104000
4748,1328,727524757080539137
3527,810,727314416056803329
3226,885,727286334147182592
4107,1487,727175381690781696
3863,1437,727155742655025152
7309,2656,726935089318363137
4068,1631,726887082820554753
3768,1093,726828223124897792
4687,1261,726224900189511680
7477,2872,725842289046749185
4418,1473,725786712245440512
5505,1932,725729321944506368
1496,674,725458796924002305
3934,1419,724983749226668032
2512,693,724771698126512129
5636,1789,724405726123311104
4602,1918,724049859469295616
2825,605,724046343203856385
4444,1723,724004602748780546
4122,1326,723912936180330496
8186,3229,723688335806480385
3216,967,723673163800948736
5619,2039,723179728551723008
4365,1709,722974582966214656
5251,1773,722613351520608256
4951,2037,721503162398597120
2677,664,721001180231503872
3305,841,720785406564900865
2628,741,720775346191278080
4372,1614,720415127506415616
6807,2738,720389942216527872
3046,1055,720340705894408192
4131,1227,720059472081784833
5196,2172,720043174954147842
5126,1902,719991154352222208
4845,1573,719704490224398336
5360,2099,719551379208073216
2957,800,719367763014393856
4680,1354,719339463458033665
3624,1036,719332531645071360
3707,1190,718971898235854848
5555,1907,718939241951195136
20074,8767,718631497683582976
2594,523,718613305783398402
2640,1095,718540630683709445
2873,576,718460005985447936
5170,1633,718454725339934721
2042,542,718246886998687744
4105,1085,718234618122661888
2596,646,717841801130979328
3069,1217,717790033953034240
6111,1999,717537687239008257
1697,492,717428917016076293
3348,918,717421804990701568
6644,2060,717047459982213120
3469,1057,717009362452090881
4525,1270,716802964044845056
5862,1505,716791146589110272
1302,460,716730379797970944
13892,6371,716447146686459905
2503,237,716439118184652801
2944,1178,716285507865542656
5180,1882,716080869887381504
3384,949,715928423106027520
3963,1542,715758151270801409
4954,1840,715733265223708672
2968,608,715704790270025728
4145,1400,715696743237730304
4588,1754,715680795826982913
5801,1706,715360349751484417
3209,742,715342466308784130
2559,710,715220193576927233
5438,2043,715200624753819648
4420,1338,715009755312439296
3981,1119,714982300363173890
7802,4636,714962719905021952
4386,1539,714957620017307648
3469,1083,714631576617938945
3839,1011,714606013974974464
2882,1259,714485234495041536
3186,778,714258258790387713
3471,913,714251586676113411
2403,952,714214115368108032
4556,1518,714141408463036416
3471,844,713919462244790272
2029,593,713909862279876608
2996,806,713900603437621249
5177,1488,713761197720473600
4676,1399,713411074226274305
7632,3080,713177543487135744
4735,1569,713175907180089344
19734,7286,712809025985978368
13115,5420,712717840512598017
4420,1316,712668654853337088
5645,1696,712438159032893441
260,25,712309440758808576
4026,1124,712097430750289920
3121,976,712092745624633345
3435,527,712085617388212225
2405,677,712065007010385924
0,136,711998809858043904
8541,2506,711968124745228288
3010,1072,711743778164514816
9453,4477,711732680602345472
34853,19803,711694788429553666
4111,995,711652651650457602
3885,1230,711363825979756544
3513,794,711306686208872448
3183,676,711008018775851008
4831,1508,710997087345876993
2701,746,710844581445812225
2858,585,710833117892898816
2452,612,710658690886586372
5092,2545,710609963652087808
4842,2037,710588934686908417
2514,799,710296729921429505
2260,559,710283270106132480
4805,1371,710272297844797440
2552,1221,710269109699739648
3085,969,710153181850935296
2938,972,710140971284037632
5841,2157,710117014656950272
3165,1161,709918798883774466
714,108,709901256215666688
3720,1294,709852847387627521
3753,1311,709566166965075968
3484,1156,709556954897764353
1581,261,709519240576036864
2363,643,709449600415961088
2787,756,709409458133323776
2541,625,709225125749587968
13394,6340,709207347839836162
2561,693,709198395643068416
2140,731,709179584944730112
2176,453,709158332880297985
5062,1787,709042156699303936
1906,710,708853462201716736
3156,976,708845821941387268
1808,547,708834316713893888
17540,7557,708810915978854401
2910,885,708738143638450176
2713,793,708711088997666817
2708,739,708479650088034305
3273,890,708469915515297792
16995,10973,708400866336894977
3838,1461,708356463048204288
2503,801,708349470027751425
4536,1673,708149363256774660
3603,913,708130923141795840
2856,1059,708119489313951744
2056,587,708109389455101952
4635,2087,708026248782585858
3304,1220,707995814724026368
51,2,707983188426153984
2870,1052,707969809498152960
3486,1027,707776935007539200
2645,660,707741517457260545
4351,2686,707738799544082433
3642,1085,707693576495472641
2746,954,707629649552134146
18018,6972,707610948723478529
2423,756,707420581654872064
2421,650,707411934438625280
3727,1418,707387676719185920
3498,1170,707377100785885184
2627,697,707315916783140866
2936,868,707297311098011648
2735,735,707059547140169728
2339,870,707038192327901184
4320,1488,707021089608753152
2448,647,707014260413456384
15485,8515,706904523814649856
2203,654,706901761596989440
3532,1054,706681918348251136
2741,1189,706644897839910912
2294,683,706593038911545345
3679,1535,706538006853918722
3297,1122,706516534877929472
3658,1001,706346369204748288
22812,8690,706310011488698368
1807,511,706291001778950144
2893,996,706265994973601792
4161,2416,706169069255446529
5478,1753,706166467411222528
1593,417,706153300320784384
3304,803,705975130514706432
3341,970,705970349788291072
2525,613,705898680587526145
2079,578,705786532653883392
3368,1253,705591895322394625
3154,1002,705475953783398401
4737,1796,705442520700944385
4066,1840,705428427625635840
3194,817,705239209544720384
2748,878,705223444686888960
2289,560,705102439679201280
2314,659,705066031337840642
4535,1209,704871453724954624
2402,594,704859558691414016
5443,1668,704847917308362754
2820,1094,704819833553219584
7074,3155,704761120771465216
3131,1085,704499785726889984
814,92,704491224099647488
3623,1149,704480331685040129
8559,3865,704364645503647744
1687,385,704347321748819968
1613,508,704134088924532736
1979,613,704113298707505153
3112,999,704054845121142784
1963,507,703774238772166656
3506,1236,703769065844768768
2768,752,703631701117943808
4109,1653,703611486317502464
4049,1504,703425003149250560
2628,760,703407252292673536
3736,1243,703382836347330562
2031,421,703356393781329922
2099,607,703268521220972544
7862,3367,703079050210877440
28145,13652,703041949650034688
2758,786,702932127499816960
1720,488,702899151802126337
3426,1172,702684942141153280
2331,609,702671118226825216
11015,3567,702598099714314240
3057,1048,702539513671897089
3413,1689,702332542343577600
3493,1127,702321140488925184
2638,831,702276748847800320
5123,1459,702217446468493312
3669,1077,701981390485725185
4056,1109,701952816642965504
3797,1499,701889187134500865
3655,1841,701805642395348998
2227,500,701601587219795968
2999,1019,701570477911896070
2822,663,701545186879471618
13028,5567,701214700881756160
2367,623,700890391244103680
2764,666,700864154249383937
2595,542,700847567345688576
2591,1043,700796979434098688
24352,10215,700747788515020802
2809,870,700518061187723268
2425,622,700505138482569216
4420,1959,700462010979500032
2825,813,700167517596164096
2390,716,700151421916807169
8034,3000,700143752053182464
2814,753,700062718104104960
2204,631,700029284593901568
3527,1461,700002074055016451
3248,1047,699801817392291840
2393,540,699788877217865730
2953,1346,699779630832685056
2091,665,699775878809702401
10932,4996,699691744225525762
6326,2841,699446877801091073
2312,556,699434518667751424
1461,361,699423671849451520
2196,672,699413908797464576
2003,479,699370870310113280
3361,941,699323444782047232
2381,684,699088579889332224
2607,713,699079609774645248
3200,1291,699072405256409088
4029,1970,699060279947165696
2780,1298,699036661657767936
3608,1069,698989035503689728
2886,980,698953797952008193
2710,677,698907974262222848
2639,749,698710712454139905
1550,412,698703483621523456
1371,371,698635131305795584
2468,670,698549713696649216
1992,489,698355670425473025
2418,1032,698342080612007937
5067,2184,698262614669991936
17880,6502,698195409219559425
2990,800,698178924120031232
1627,362,697995514407682048
3502,1406,697990423684476929
2560,754,697943111201378304
3222,1292,697881462549430272
1861,587,697630435728322560
3364,1096,697616773278015490
3238,1372,697596423848730625
2178,550,697575480820686848
2211,1231,697516214579523584
2586,739,697482927769255936
3639,1502,697463031882764288
4977,2024,697270446429966336
3500,1083,697259378236399616
3217,1264,697255105972801536
2685,729,697242256848379904
3404,1118,696900204696625153
2504,734,696894894812565505
5151,1947,696886256886657024
2609,776,696877980375769088
1574,388,696754882863349760
2215,1028,696744641916489729
2536,706,696713835009417216
4157,1842,696518437233913856
1302,162,696490539101908992
2706,1128,696488710901260288
3428,1237,696405997980676096
2067,722,696100768806522880
3197,1276,695816827381944320
3396,849,695794761660297217
1996,811,695767669421768709
4873,2291,695629776980148225
4649,1971,695446424020918272
9178,3880,695409464418041856
3887,1601,695314793360662529
2810,671,695095422348574720
3027,1201,695074328191332352
1714,655,695064344191721472
2840,855,695051054296211456
2878,997,694925794720792577
2952,1021,694905863685980160
38053,15728,694669722378485760
1608,314,694356675654983680
2172,675,694352839993344000
1681,531,694342028726001664
2140,544,694329668942569472
4471,2217,694206574471057408
3133,1011,694183373896572928
3612,1125,694001791655137281
1997,438,693993230313091072
1846,403,693942351086120961
2875,646,693647888581312512
1431,142,693644216740769793
2708,454,693642232151285760
2613,871,693629975228977152
1643,401,693622659251335168
5400,2138,693590843962331137
1749,278,693582294167244802
1889,683,693486665285931008
3587,1356,693280720173801472
2543,892,693267061318012928
2380,547,693262851218264065
3055,798,693231807727280129
8411,3487,693155686491000832
1832,669,693109034023534592
1998,502,693095443459342336
2843,808,692919143163629568
2597,954,692905862751522816
1907,659,692901601640583168
2424,877,692894228850999298
3067,959,692828166163931137
7288,3953,692752401762250755
4632,1671,692568918515392513
3402,1477,692535307825213440
1970,457,692530551048294401
1577,253,692423280028966913
9970,3788,692417313023332352
2690,891,692187005137076224
2296,867,692158366030913536
1752,427,692142790915014657
3629,1385,692041934689402880
3055,1043,692017291282812928
4204,1794,691820333922455552
8658,4572,691793053716221953
3080,1115,691756958957883396
2071,553,691675652215414786
2529,617,691483041324204033
4331,1250,691459709405118465
2828,925,691444869282295808
20624,8326,691416866452082688
2752,718,691321916024623104
3161,976,691096613310316544
1818,368,691090071332753408
6296,3135,690989312272396288
3814,1368,690959652130045952
4415,2177,690938899477221376
3497,1110,690932576555528194
4028,1394,690735892932222976
2314,567,690728923253055490
2486,863,690690673629138944
1395,304,690649993829576704
308,18,690607260360429569
2093,656,690597161306841088
1990,493,690400367696297985
3474,941,690374419777196032
2833,969,690360449368465409
1600,555,690348396616552449
1800,449,690248561355657216
2981,1127,690021994562220032
2675,807,690015576308211712
3901,1841,690005060500217858
1523,411,689999384604450816
1569,500,689993469801164801
1457,487,689977555533848577
2586,757,689905486972461056
3218,1295,689877686181715968
2309,820,689835978131935233
3412,1009,689661964914655233
11071,4245,689659372465688576
2388,708,689623661272240129
12416,6024,689599056876867584
2193,504,689557536375177216
3615,1563,689517482558820352
2401,1011,689289219123089408
3512,1205,689283819090870273
2129,784,689280876073582592
1236,268,689275259254616065
2733,1173,689255633275777024
3263,1097,689154315265683456
2164,561,689143371370250240
2915,951,688916208532455424
2262,842,688908934925697024
2243,856,688898160958271489
2374,759,688894073864884227
1469,402,688828561667567616
1022,214,688804835492233216
2362,727,688789766343622656
2784,766,688547210804498433
2460,796,688519176466644993
9917,4852,688385280030670848
2371,913,688211956440801280
2258,641,688179443353796608
3003,856,688116655151435777
1829,392,688064179421470721
5838,2766,687841446767013888
2916,1239,687826841265172480
2669,1036,687818504314159109
2548,762,687807801670897665
1882,715,687732144991551489
2602,918,687704180304273409
2071,558,687664829264453632
2046,626,687494652870668288
1705,271,687480748861947905
2106,588,687476254459715584
2179,589,687460506001633280
2026,683,687399393394311168
21460,9997,687317306314240000
4643,2076,687312378585812992
5826,2499,687127927494963200
2312,554,687124485711986689
6191,2696,687109925361856513
2492,1081,687102708889812993
2393,663,687096057537363968
9183,3465,686947101016735744
3754,1499,686760001961103360
3696,1596,686749460672679938
4433,1309,686730991906516992
2993,879,686683045143953408
3923,1482,686618349602762752
2011,587,686606069955735556
1873,746,686394059078897668
3472,962,686386521809772549
2365,615,686377065986265092
2342,747,686358356425093120
4269,1815,686286779679375361
2356,804,686050296934563840
1232,133,686035780142297088
3322,1276,686034024800862208
2635,457,686007916130873345
1939,696,686003207160610816
2254,585,685973236358713344
1743,666,685943807276412928
8029,3171,685906723014619143
2165,138,685681090388975616
2498,628,685667379192414208
3467,1599,685663452032069632
3131,843,685641971164143616
35154,17123,685547936038666240
3247,1253,685532292383666176
10120,4370,685325112850124800
2825,706,685321586178670592
3568,1179,685315239903100929
2210,481,685307451701334016
3316,1323,685268753634967552
2483,732,685198997565345792
4370,1559,685169283572338688
2520,421,684969860808454144
7271,3433,684959798585110529
3436,1143,684940049151070208
3743,514,684926975086034944
3739,1595,684914660081053696
2002,580,684902183876321280
2242,900,684880619965411328
37446,23582,684830982659280897
2894,1085,684800227459624960
9531,3862,684594889858887680
4386,1537,684588130326986752
3209,1347,684567543613382656
2826,1051,684538444857667585
4129,1274,684481074559381504
2110,606,684460069371654144
8705,3600,684241637099323392
1321,229,684225744407494656
4106,1512,684222868335505415
2312,1125,684200372118904832
2045,567,684195085588783105
3710,1283,684188786104872960
2154,734,684177701129875456
3173,1631,684147889187209216
2125,518,684122891630342144
4378,1571,684097758874210310
4051,1219,683857920510050305
2052,382,683852578183077888
2795,1070,683849932751646720
2794,1207,683834909291606017
2982,1151,683828599284170753
3567,1480,683773439333797890
6940,3637,683742671509258241
7853,3171,683515932363329536
3368,1047,683498322573824003
2805,1084,683481228088049664
2599,728,683462770029932544
4150,1754,683449695444799489
8117,2605,683391852557561860
3141,1028,683357973142474752
3068,1139,683142553609318400
3624,991,683111407806746624
2313,717,683098815881154561
2116,611,683078886620553216
2299,802,683030066213818368
39491,18267,682962037429899265
1888,199,682808988178739200
2634,1219,682788441537560576
1624,479,682750546109968385
1403,392,682697186228989953
3247,1172,682662431982772225
2192,654,682638830361513985
3651,1267,682429480204398592
8074,1929,682406705142087680
2379,746,682393905736888321
1780,507,682389078323662849
3283,1088,682303737705140231
4444,1334,682259524040966145
3469,1293,682242692827447297
19534,10845,682088079302213632
5289,1852,682059653698686977
3421,1054,682047327939461121
7010,2201,682032003584274432
3359,1664,682003177596559360
2956,1127,681981167097122816
2628,901,681891461017812993
13611,4423,681694085539872773
1873,487,681679526984871937
2815,1013,681654059175129088
2036,517,681610798867845120
3786,1431,681579835668455424
15265,6363,681523177663676416
1749,302,681340665377193984
9903,4427,681339448655802368
2832,829,681320187870711809
4214,2001,681302363064414209
3394,1048,681297372102656000
3426,1202,681281657291280384
1554,297,681261549936340994
1592,591,681242418453299201
2550,526,681231109724700672
3952,1625,681193455364796417
2587,722,680970795137544192
4841,2163,680959110691590145
3433,1155,680940246314430465
2208,480,680934982542561280
2547,675,680913438424612864
1877,399,680889648562991104
3671,1454,680836378243002368
2311,722,680805554198020098
2522,898,680801747103793152
3041,1133,680798457301471234
2801,780,680609293079592961
3837,1458,680583894916304897
4509,2081,680497766108381184
1826,526,680494726643068929
2699,811,680473011644985345
1544,552,680440374763077632
1548,315,680221482581123072
3014,1279,680206703334408192
2284,555,680191257256136705
4151,1701,680176173301628928
2464,798,680161097740095489
3843,1896,680145970311643136
2439,1034,680130881361686529
2883,992,680115823365742593
3799,1491,680100725817409536
13599,9702,680085611152338944
2729,958,680070545539371008
17756,7774,680055455951884288
2088,701,679877062409191424
2311,719,679872969355714560
2617,679,679862121895714818
3045,1349,679854723806179328
2522,847,679844490799091713
38551,15287,679828447187857408
3285,1219,679777920601223168
2222,870,679736210798047232
2305,898,679729593985699840
1759,512,679722016581222400
5056,2254,679530280114372609
2812,795,679527802031484928
3587,1397,679511351870550016
3356,1610,679503373272485890
2231,696,679475951516934144
33749,20519,679462823135686656
2529,1312,679405845277462528
22845,8832,679158373988876288
2948,1119,679148763231985668
3151,1259,679132435750195208
6333,2785,679111216690831360
18141,8946,679062614270468097
2393,744,679047485189439488
2999,1340,679001094530465792
2471,1278,678991772295516161
1742,502,678969228704284672
2730,982,678800283649069056
3700,1295,678798276842360832
2954,1004,678774928607469569
3746,1491,678767140346941444
1734,522,678764513869611008
7580,3601,678755239630127104
3979,1856,678740035362037760
5892,2645,678708137298427904
3042,1618,678675843183484930
2172,465,678643457146150913
4235,1714,678446151570427904
5741,2771,678424312106393600
4492,1982,678410210315247616
61415,30015,678399652199309312
1685,456,678396796259975168
1978,456,678389028614488064
2574,980,678380236862578688
1828,585,678341075375947776
1374,290,678334497360859136
12151,6589,678278586130948096
1676,404,678255464182861824
2035,422,678023323247357953
14554,6902,678021115718029313
3606,1821,677961670166224897
1423,441,677918531514703872
5111,2294,677895101218201600
3219,1056,677716515794329600
3578,1558,677700003327029250
1290,346,677698403548192770
2613,911,677687604918272002
3534,1619,677673981332312066
2058,1057,677662372920729601
1980,864,677644091929329666
2257,789,677573743309385728
1361,492,677565715327688705
2571,1262,677557565589463040
7325,3930,677547928504967168
1124,243,677530072887205888
3225,1940,677335745548390400
1430,320,677334615166730240
1148,257,677331501395156992
3834,1624,677328882937298944
1735,582,677314812125323265
1315,446,677301033169788928
2094,760,677269281705472000
3733,1764,677228873407442944
2883,993,677187300187611136
2925,1155,676975532580409345
2319,872,676957860086095872
1370,426,676949632774234114
2292,943,676948236477857792
1792,409,676946864479084545
2192,823,676942428000112642
13398,5307,676936541936185344
3127,1936,676916996760600576
2369,784,676897532954456065
2219,776,676864501615042560
24298,16869,676821958043033607
1895,715,676819651066732545
1495,457,676811746707918848
5256,2168,676776431406465024
3047,1059,676617503762681856
1145,208,676613908052996102
1977,473,676606785097199616
1232,421,676603393314578432
4814,2322,676593408224403456
970,138,676590572941893632
2455,864,676588346097852417
1265,305,676582956622721024
2719,1211,676575501977128964
1978,598,676533798876651520
1594,575,676496375194980353
12233,5028,676470639084101634
1809,720,676440007570247681
1467,371,676430933382295552
2178,587,676263575653122048
1283,317,676237365392908289
78741,33468,676219687039057920
1826,631,676215927814406144
2393,1103,676191832485810177
2009,717,676146341966438401
2254,1252,676121918416756736
2947,1242,676101918813499392
3165,1550,676098748976615425
1379,460,676089483918516224
1716,618,675898130735476737
2235,940,675891555769696257
2498,1032,675888385639251968
4390,1506,675878199931371520
1724,607,675870721063669760
2816,1397,675853064436391936
989,163,675849018447167488
2397,958,675845657354215424
1598,570,675822767435051008
1097,244,675820929667219457
10758,3634,675798442703122432
1690,509,675781562965868544
1216,371,675740360753160193
1984,893,675710890956750848
2084,741,675707330206547968
671,103,675706639471788032
1897,448,675534494439489536
1234,413,675531475945709568
1084,305,675522403582218240
1370,489,675517828909424640
17943,6234,675501075957489664
3286,1389,675497103322386432
1356,637,675489971617296384
1929,1037,675483430902214656
1589,608,675432746517426176
1784,542,675372240448454658
1096,244,675362609739206656
34239,18335,675354435921575936
4115,2417,675349384339542016
2909,1378,675334060156301312
3776,1731,675166823650848770
6578,2789,675153376133427200
3900,1799,675149409102012420
983,258,675147105808306176
1246,333,675146535592706048
2228,962,675145476954566656
1354,527,675135153782571009
2040,834,675113801096802304
1006,269,675111688094527488
2915,1207,675109292475830276
1103,351,675047298674663426
2827,1276,675015141583413248
1020,241,675006312288268288
1616,501,675003128568291329
2348,1179,674999807681908736
896,377,674805413498527744
3134,916,674800520222154752
2614,1165,674793399141146624
1147,270,674790488185167872
844,221,674788554665512960
2095,1290,674781762103414784
1180,510,674774481756377088
1913,854,674767892831932416
822,254,674764817387900928
1415,479,674754018082705410
1524,494,674752233200820224
1462,585,674743008475090944
510,54,674742531037511680
1163,420,674739953134403584
669,98,674737130913071104
1193,497,674690135443775488
1682,690,674670581682434048
957,270,674664755118911488
1493,533,674646392044941312
1071,293,674644256330530816
1745,619,674638615994089473
1558,612,674632714662858753
979,106,674606911342424069
6468,2194,674468880899788800
1104,378,674447403907457024
1155,418,674436901579923456
1487,563,674422304705744896
707,148,674416750885273600
1242,497,674410619106390016
1557,608,674394782723014656
879,328,674372068062928900
581,77,674330906434379776
1467,549,674318007229923329
11778,7371,674307341513269249
15352,6286,674291837063053312
1629,768,674271431610523648
930,241,674269164442398721
1699,896,674265582246694913
1349,486,674262580978937856
1520,593,674255168825880576
780,180,674082852460433408
1017,304,674075285688614912
6607,2366,674063288070742018
3455,1384,674053186244734976
1504,509,674051556661161984
1468,677,674045139690631169
746,135,674042553264685056
1139,434,674038233588723717
873,232,674036086168010753
1860,1301,674024893172875264
1175,319,674019345211760640
1628,689,674014384960745472
1242,373,674008982932058114
2024,1025,673956914389192708
1210,386,673919437611909120
3310,1726,673906403526995968
968,265,673887867907739649
3192,809,673716320723169284
3684,2219,673715861853720576
1074,315,673711475735838725
881,289,673709992831262724
1113,307,673708611235921920
1139,415,673707060090052608
1300,419,673705679337693185
1488,602,673700254269775872
3938,2078,673697980713705472
1803,685,673689733134946305
1310,522,673688752737402881
1498,461,673686845050527744
1423,492,673680198160809984
1299,382,673662677122719744
741,256,673656262056419329
1160,391,673636718965334016
1645,767,673612854080196609
1234,391,673583129559498752
856,281,673580926094458881
1427,592,673576835670777856
1057,327,673363615379013632
1506,706,673359818736984064
1542,620,673355879178194945
1712,571,673352124999274496
758,223,673350198937153538
2611,1359,673345638550134785
1006,281,673343217010679808
1311,624,673342308415348736
13978,8396,673320132811366400
898,279,673317986296586240
7774,3345,673295268553605120
1099,390,673270968295534593
1465,765,673240798075449344
2333,892,673213039743795200
1764,663,673148804208660480
2032,759,672997845381865473
989,312,672995267319328768
1006,304,672988786805112832
1291,570,672984142909456390
1871,1048,672980819271634944
1740,966,672975131468300288
989,374,672970152493887488
1361,575,672968025906282496
1470,676,672964561327235073
1415,530,672902681409806336
920,442,672898206762672129
1609,870,672884426393653248
1062,389,672877615439593473
1360,602,672834301050937345
1298,511,672828477930868736
1007,339,672640509974827008
1334,518,672622327801233409
1265,616,672614745925664768
1152,407,672609152938721280
1149,427,672604026190569472
1370,635,672594978741354496
981,348,672591762242805761
752,195,672591271085670400
1060,391,672538107540070400
666,180,672523490734551040
1149,459,672488522314567680
1172,637,672482722825261057
736,128,672481316919734272
1486,735,672475084225949696
1404,568,672466075045466113
6668,3564,672272411274932228
1543,642,672267570918129665
1184,358,672264251789176834
2909,1638,672256522047614977
1474,777,672254177670729728
1782,635,672248013293752320
708,163,672245253877968896
923,335,672239279297454080
1897,1058,672231046314901505
811,222,672222792075620352
2333,1214,672205392827572224
1054,389,672169685991993344
901,380,672160042234327040
1802,757,672139350159835138
2483,1202,672125275208069120
1031,385,672095186491711488
971,384,672082170312290304
1340,541,672068090318987265
8728,4360,671896809300709376
1372,590,671891728106971137
3581,1449,671882082306625538
1473,725,671879137494245376
1293,581,671874878652489728
1162,525,671866342182637568
945,477,671855973984772097
7298,3664,671789708968640512
1235,551,671768281401958400
1744,972,671763349865160704
1392,809,671744970634719232
761,239,671743150407421952
1491,790,671735591348891648
8809,4589,671729906628341761
13276,7618,671561002136281088
943,217,671550332464455680
1397,628,671547767500775424
2061,1100,671544874165002241
1128,594,671542985629241344
954,414,671538301157904385
1216,429,671536543010570240
1060,605,671533943490011136
870,271,671528761649688577
1446,556,671520732782923777
976,305,671518598289059840
1668,761,671511350426865664
7270,3712,671504605491109889
951,469,671497587707535361
1044,493,671488513339211776
605,215,671486386088865792
787,242,671485057807351808
1464,772,671390180817915904
1154,308,671362598324076544
414,155,671357843010908160
494,118,671355857343524864
998,453,671347597085433856
760,225,671186162933985280
1157,360,671182547775299584
899,370,671166507850801152
1712,1163,671163268581498880
386,85,671159727754231808
744,228,671154572044468225
690,160,671151324042559489
693,241,671147085991960577
1210,687,671141549288370177
960,423,671138694582165504
772,202,671134062904504320
3612,2652,671122204919246848
1400,809,671115716440031232
1182,460,671109016219725825
1139,305,670995969505435648
25368,9218,670842764863651840
616,205,670840546554966016
1152,731,670838202509447168
462,129,670833812859932673
761,230,670832455012716544
5754,4278,670826280409919488
801,199,670823764196741120
631,101,670822709593571328
3280,1626,670815497391357952
1166,283,670811965569282048
1185,515,670807719151067136
2037,999,670804601705242624
350,92,670803562457407488
753,248,670797304698376195
863,290,670792680469889025
686,251,670789397210615808
624,211,670786190031921152
845,415,670783437142401025
1624,818,670782429121134593
800,299,670780561024270336
338,75,670778058496974848
1110,444,670764103623966721
462,120,670755717859713024
989,533,670733412878163972
858,383,670727704916926465
1254,520,670717338665226240
784,388,670704688707301377
608,253,670691627984359425
771,303,670679630144274432
260,45,670676092097810432
11083,5297,670668383499735048
1581,801,670474236058800128
363,89,670468609693655041
1008,582,670465786746662913
566,217,670452855871037440
1228,702,670449342516494336
6925,2072,670444955656130560
671,206,670442337873600512
1089,551,670435821946826752
1451,678,670434127938719744
335,119,670433248821026816
1435,669,670428280563085312
535,173,670427002554466305
1354,672,670421925039075328
651,331,670420569653809152
582,337,670417414769758208
2106,950,670411370698022913
574,235,670408998013820928
446,165,670403879788544000
578,223,670385711116361728
765,281,670374371102445568
339,70,670361874861563904
440,118,670338931251150849
3981,1296,670319130621435904
440,142,670303360680108032
729,299,670290420111441920
1070,355,670093938074779648
721,262,670086499208155136
2298,1316,670079681849372674
1618,831,670073503555706880
650,256,670069087419133954
787,363,670061506722140161
691,347,670055038660800512
667,185,670046952931721218
775,116,670040295598354432
606,294,670037189829525505
341,97,670003130994700288
336,88,669993076832759809
456,169,669972011175813120
312,64,669970042633789440
525,175,669942763794931712
392,111,669926384437997569
243,60,669923323644657664
837,424,669753178989142016
279,68,669749430875258880
538,92,669684865554620416
405,116,669683899023405056
367,138,669682095984410625
691,302,669680153564442624
833,460,669661792646373376
3654,1899,669625907762618368
976,388,669603084620980224
528,159,669597912108789760
1537,978,669583744538451968
447,151,669573570759163904
1630,1055,669571471778410496
241,60,669567591774625800
398,130,669564461267722241
376,80,669393256313184256
1377,762,669375718304980992
514,189,669371483794317312
474,166,669367896104181761
647,241,669363888236994561
380,130,669359674819481600
2794,1331,669354382627049472
668,267,669353438988365824
455,194,669351434509529089
1042,436,669328503091937280
596,119,669327207240699904
512,215,669324657376567296
1226,422,669216679721873412
458,178,669214165781868544
1040,500,669203728096960512
679,325,669037058363662336
762,388,669015743032369152
595,261,669006782128353280
21531,6665,669000397445533696
456,244,668994913074286592
771,365,668992363537309700
704,343,668989615043424256
931,496,668988183816871936
570,176,668986018524233728
558,321,668981893510119424
820,371,668979806671884288
1356,615,668975677807423489
151,25,668967877119254528
731,248,668960084974809088
291,74,668955713004314625
278,60,668932921458302977
329,106,668902994700836864
412,160,668892474547511297
546,313,668872652652679168
466,172,668852170888998912
453,146,668826086256599040
589,284,668815180734689280
727,389,668779399630725120
547,229,668655139528511488
930,568,668645506898350081
916,555,668643542311546881
1115,560,668641109086707712
1082,509,668636665813057536
2914,1729,668633411083464705
742,333,668631377374486528
330,118,668627278264475648
406,140,668625577880875008
1500,816,668623201287675904
212,44,668620235289837568
628,328,668614819948453888
1714,1136,668587383441514497
254,61,668567822092664832
537,238,668544745690562560
479,224,668542336805281792
257,78,668537837512433665
480,235,668528771708952576
335,112,668507509523615744
423,138,668496999348633600
440,246,668484198282485761
477,154,668480044826800133
915,540,668466899341221888
637,311,668297328638447616
255,34,668291999406125056
522,142,668286279830867968
849,239,668274247790391296
571,246,668268907921326080
1343,649,668256321989451776
1021,509,668248472370458624
6404,2978,668237644992782336
310,109,668226093875376128
524,208,668221241640230912
567,201,668204964695683073
667,203,668190681446379520
505,202,668171859951755264
511,328,668154635664932864
579,298,668142349051129856
684,251,668113020489474048
1308,827,667937095915278337
308,115,667924896115245057
215,58,667915453470232577
509,316,667911425562669056
869,390,667902449697558528
1949,1137,667886921285246976
841,508,667885044254572545
401,122,667878741721415682
649,424,667873844930215936
3085,1074,667866724293877760
249,81,667861340749471744
294,64,667832474953625600
1084,518,667806454573760512
