favorites,retweets,tweet_id
9197,2593,796080075804475393
11761,4142,796031486298386433
54251,26722,795464331001561088
11002,3216,795400264262053889
17672,6083,795076730285391872
0,3791,794983741416415232
11197,2596,794926597468000259
0,11540,794355576146903043
10409,2967,794332329137291264
10022,3721,794205286408003585
18341,5493,793962221541933056
10016,2102,793845145112371200
0,3514,793614319594401792
8682,1835,793601777308463104
11648,2675,793500921481273345
26810,10316,793286476301799424
9405,2648,793271401113350145
21742,9337,793256262322548741
11467,3682,793241302385262592
10702,3209,793226087023144960
9723,3157,793210959003287553
16627,6301,793195938047070209
7533,2232,793180763617361921
10234,3117,793165685325201412
6720,1916,793150605191548928
7029,2786,793135492858580992
13818,4377,793120401413079041
15626,4505,792913359805018113
12316,4788,792883833364439040
8004,1881,792773781206999040
14672,4807,792394556390137856
7815,2017,792050063153438720
0,23582,791821351946420224
0,10845,791784077045166082
0,4256,791780927877898241
49117,24910,791774931465953280
12794,3514,791672322847637504
14298,4614,791406955684368384
9566,2846,791312159183634433
0,4622,791026214425268224
10781,2395,790987426131050500
18078,5264,790946055508652032
0,2601,790723298204217344
8925,2134,790698755171364864
22523,8030,790581949425475584
8515,2093,790337589677002753
13663,3597,790277117346975746
0,4010,790227638568808452
10077,2601,789986466051088384
0,4663,789960241177853952
11330,4633,789903600034189313
8190,1995,789628658055020548
7370,2174,789599242079838210
12811,3791,789530877013393408
9365,2580,789314372632018944
0,5551,789280767834746880
9921,2898,789268448748703744
10573,3127,789137962068021249
29805,13901,788908386943430656
29848,11540,788765914992902144
0,8101,788552643979468800
16958,5937,788412144018661376
7875,2376,788178268662984705
6686,1457,788150585577050112
0,3825,788070120937619456
6685,1488,788039637453406209
9439,3419,787810552592695296
11118,3110,787717603741622272
11796,3177,787397959788929025
8484,1955,787322443945877504
0,7513,787111942498508800
28903,8961,786963064373534720
0,2712,786729988674449408
19790,6814,786709082849828864
11599,2877,786664955043049472
10229,3469,786595970293370880
11862,3927,786363235746385920
8675,3208,786286427768250368
16663,5355,786233965241827333
1559,173,786051337297522688
0,7905,786036967502913536
12358,3534,785927819176054784
7269,2042,785872687017132033
8500,2477,785639753186217984
9903,2248,785533386513321988
6631,1417,785515384317313025
7892,1834,785264754247995392
13147,5443,785170936622350336
11022,3600,784826020293709826
9751,2843,784517518371221505
6183,1436,784431430411685888
21868,9028,784183165795655680
32499,12481,784057939640352768
32665,12102,783839966405230592
8000,2203,783821107061198850
11338,3597,783695101801398276
9192,2523,783466772167098368
18350,6168,783391753726550016
0,6286,783347506784731136
31731,13112,783334639985389568
8835,2480,783085703974514689
26208,8226,782969140009107456
8108,1559,782747134529531904
18728,6027,782722598790725632
8448,2097,782598640137187329
18090,6217,782305867769217024
0,6972,782021823840026624
12039,3757,781955203444699136
11343,3024,781661882474196992
4341,1251,781655249211752448
22522,6190,781524693396357120
7743,2842,781308096455073793
9159,2346,781251288990355457
10594,3041,781163403222056960
23486,8209,780931614150983680
7801,2226,780858289093574656
5986,1448,780800785462489090
13103,3715,780601303617732608
6827,1935,780543529827336192
0,4148,780496263422808064
0,130,780476555013349377
5725,1185,780459368902959104
9445,2499,780192070812196864
0,2567,780092040432480260
13290,5575,780074436359819264
20616,7905,779834332596887552
9572,3474,779377524342161408
0,20519,779124354206535695
12794,4065,779123168116150273
16048,5050,779056095788752897
21724,8129,778990705243029504
0,11109,778774459159379968
926,408,778764940568104960
7480,1490,778748913645780993
6262,1667,778650543019483137
5033,1127,778624900596654080
14775,4850,778408200802557953
0,13652,778396591732486144
6333,1226,778383385161035776
11251,3690,778286810187399168
9179,2943,778039087836069888
7113,1808,778027034220126208
0,3922,777953400541634568
6889,1829,777885040357281792
12165,3279,777684233540206592
0,4750,777641927919427584
9497,2780,777621514455814149
15502,4819,777189768882946048
0,15287,776819012571455488
5272,1343,776813020089548800
9598,3127,776477788987613185
0,10215,776249906839351296
32486,17772,776218204058357768
10380,2804,776201521193218049
12718,4847,776113305656188928
1986,168,776088319444877312
0,17223,775898661951791106
12686,2987,775842724423557120
14980,4459,775733305207554048
13988,5093,775729183532220416
8052,3319,775364825476165632
10992,4365,775350846108426240
16816,5258,775085132600442880
9234,1963,774757898236878852
7258,1934,774639387460112384
23532,6214,774314403806253056
11623,4326,773985732834758656
6914,1922,773922284943896577
7133,1824,773704687002451968
5758,1439,773670353721753600
23849,6852,773547596996571136
0,5670,773336787167145985
25102,8298,773308824254029826
10158,3564,773247561583001600
10798,4566,773191612633579521
9288,4311,772877495989305348
8621,2581,772826264096874500
0,3737,772615324260794368
6992,1880,772581559778025472
6497,1542,772193107915964416
4076,1246,772152991789019136
4045,811,772117678702071809
2924,524,772114945936949249
4328,1025,772102971039580160
7094,2106,771908950375665664
12979,3770,771770456517009408
8922,2903,771500966810099713
11381,5670,771380798096281600
0,8396,771171053431250945
9932,3238,771136648247640064
6721,1592,771102124360998913
7430,1833,771014301343748096
0,245,771004394259247104
5359,1360,770787852854652928
5607,1568,770772759874076672
7916,1932,770655142660169732
6791,2284,770414278348247044
6736,1655,770293558247038976
0,3372,770093767776997377
8178,2552,770069151037685760
33967,10702,769940425801170949
6901,1847,769695466921623552
0,8515,769335591808995329
5826,1900,769212283578875904
15563,7252,768970937022709760
0,3000,768909767477751808
4537,988,768855141948723200
4447,1340,768609597686943744
5421,1410,768596291618299904
0,6455,768554158521745409
14693,3800,768473857036525572
11773,3922,768193404517830656
5121,1553,767884188863397888
17290,5973,767754930266464257
8068,2581,767500508068192258
13258,4226,767191397493538821
10905,3161,767122157629476866
0,6280,766864461642756096
5480,1507,766793450729734144
2802,425,766714921925144576
4351,874,766693177336135680
6494,1761,766423258543644672
7314,2086,766313316352462849
0,2872,766078092750233600
4615,966,766069199026450432
4028,550,766008592277377025
7803,2387,765719909049503744
5592,1349,765669560888528897
28410,3751,765395769549590528
7634,2380,765371061932261376
12527,3737,765222098633691136
6916,1956,764857477905154048
6533,1685,764259802650378240
795,59,763956972077010945
13607,4622,763837565564780549
5838,1641,763183847194451968
0,3345,763167063695355904
7931,2515,763103485927849985
13142,4010,762699858130116608
12169,7204,762471784394268675
11160,4663,762464539388485633
5203,1247,762316489655476224
34460,17264,762035686371364864
5834,2232,761976711479193600
0,4370,761750502866649088
4593,948,761745352076779520
53339,32122,761672994376806400
4448,1299,761599872357261312
0,19803,761371037149827077
5620,1605,761334018830917632
4813,1217,761292947749015552
5729,1712,761227390836215808
12148,3825,761004547850530816
4114,1072,760893934457552897
7127,2124,760656994973933572
5334,1428,760641137271070720
8165,4004,760539183865880579
4554,1542,760521673607086080
28837,12676,760290219849637889
4243,954,760252756032651264
6143,1998,760190180481531904
0,36,760153949710192640
6400,2307,759943073749200896
15812,6280,759923798737051648
7236,2191,759846353224826880
6422,2105,759793422261743616
0,23375,759566828574212096
5066,1295,759557299618865152
9158,2712,759447681597108224
1799,538,759446261539934208
6527,2144,759197388317847553
0,1296,759159934323924993
15653,4627,759099523532779520
7018,2226,759047813560868866
3820,988,758854675097526272
12018,4224,758828659922702336
6156,1761,758740312047005698
4110,1092,758474966123810816
5162,2456,758467244762497024
5594,2116,758405701903519748
3689,1194,758355060040593408
20672,11109,758099635764359168
2921,414,758041019896193024
7408,3585,757741869644341248
0,8946,757729163776290825
4876,1344,757725642876129280
4896,1230,757611664640446465
0,322,757597904299253760
4680,1171,757596066325864448
16312,7530,757400162377592832
6281,1925,757393109802180609
4863,1571,757354760399941633
6745,2194,756998049151549440
7146,2215,756939218950160384
5458,1458,756651752796094464
11197,3989,756526248105566208
4256,1194,756303284449767430
45861,19264,756288534030475264
6935,1692,756275833623502848
7889,3182,755955933503782912
17694,5929,755206590534418437
22820,12195,755110668769038337
0,8832,754874841593970688
7390,2774,754856583969079297
2772,574,754747087846248448
5707,2141,754482103782404096
4030,813,754449512966619136
8419,2570,754120377874386944
6290,2404,753655901052166144
8510,3929,753420520834629632
6225,2111,753398408988139520
8188,2567,753375668877008896
0,6363,753298634498793472
3660,1150,753294487569522689
39868,23061,753039830821511168
4182,1071,753026973505581056
13570,7513,752932432744185856
7385,1731,752917284578922496
0,3171,752701944171524096
6450,1770,752682090207055872
4740,1735,752660715232722944
5956,2515,752568224206688256
7926,3783,752519690950500352
4099,1214,752334515931054080
0,18335,752309394570878976
6397,2034,752173152931807232
3310,1023,751950017322246144
5601,1478,751937170840121344
6228,2154,751830394383790080
6298,3213,751793661361422336
8481,3327,751598357617971201
4734,1229,751583847268179968
5410,1396,751538714308972544
3441,1093,751456908746354688
13427,6462,751251247299190784
6772,2015,751205363882532864
5462,1434,751132876104687617
5145,1524,750868782890057730
14193,5551,750719632563142656
4791,1265,750506206503038976
14144,4750,750429297815552001
4866,1249,750383411068534784
739,35,750381685133418496
3318,1063,750147208377409536
3892,1392,750132105863102464
4629,1427,750117059602808832
3261,924,750101899009982464
2329,599,750086836815486976
8424,3669,750071704093859840
3359,978,750056684286914561
3409,678,750041628174217216
2910,867,750026558547456000
3477,999,750011400160841729
3240,884,749996283729883136
5484,2694,749981277374128128
4984,1437,749774190421639168
6542,1833,749417653287129088
2815,601,749403093750648834
9227,3801,749395845976588288
5881,2432,749317047558017024
6177,2273,749075273010798592
5136,1662,749064354620928000
3321,858,749036806121881602
11508,3743,748977405889503236
6266,2473,748932637671223296
2964,1036,748705597323898880
5084,1759,748699167502000129
4542,1457,748692773788876800
6507,2188,748575535303884801
2331,733,748568946752774144
5595,1352,748346686624440324
8249,4525,748337862848962560
3975,840,748324050481647620
3931,785,748307329658011649
15109,8539,748220828303695873
6210,2362,747963614829678593
7096,2796,747933425676525569
3162,1090,747885874273214464
3007,819,747844099428986880
5197,1276,747816857231626240
1475,172,747651430853525504
13793,6400,747648653817413632
2487,599,747600769478692864
3947,1155,747594051852075008
5950,1737,747512671126323200
4140,1134,747461612269887489
5821,2106,747439450712596480
0,3155,747242308580548608
5648,1731,747219827526344708
3622,1005,747204161125646336
10250,4383,747103485104099331
3087,328,746906459439529985
6405,2355,746872823977771008
5661,1882,746818907684614144
5204,1740,746790600704425984
10212,4256,746757706116112384
6460,1959,746726898085036033
5381,2044,746542875601690625
0,1074,746521445350707200
4953,1178,746507379341139972
6602,1807,746369468511756288
7365,2407,746131877086527488
3790,899,746056683365994496
4318,1165,745789745784041472
7462,2538,745712589599014916
7579,2776,745433870967832576
9164,2667,745422732645535745
7648,3031,745314880350101504
8358,3851,745074613265149952
7727,2498,745057283344719872
3187,687,744995568523612160
8398,2948,744971049620602880
5970,1698,744709971296780288
7215,2340,744334592493166593
127586,76879,744234799360020481
1814,407,744223424764059648
4427,1189,743980027717509120
3893,1044,743895849529389061
0,2287,743835915802583040
4785,1502,743609206067040256
19695,7166,743595368194129920
3757,1022,743545585370791937
8432,4031,743510151680958465
4509,1322,743253157753532416
6603,2081,743222593470234624
4088,1486,743210557239623680
7516,3871,742534281772302336
4737,2172,742528092657332225
7731,4230,742465774154047488
10500,4148,742423170473463808
7250,2168,742385895052087300
4627,1500,742161199639494656
5485,1699,742150209887731712
4855,1647,741793263812808706
8714,3016,741743634094141440
3913,912,741438259667034112
9350,3522,741303864243200000
10701,6032,741099773336379392
10054,3372,741067306818797568
6829,3015,740995100998766593
3632,1017,740711788199743490
3020,848,740699697422163968
19330,7431,740676976021798912
36999,14524,740373189193256964
2643,476,740365076218183684
3514,929,740359016048689152
7132,2142,740214038584557568
21251,6455,739979191639244800
4320,1178,739932936087216128
4033,926,739844404073074688
4057,1486,739623569819336705
5736,1804,739606147276148736
42334,23375,739544079319588864
7669,3205,739485634323156992
112044,60388,739238157791694849
114,6,738891149612572673
4011,1240,738885046782832640
3558,886,738883359779196928
5427,1705,738537504001953792
3487,930,738402415918125056
4595,1322,738184450748633089
9359,3718,738166403467907072
2694,718,738156290900254721
5612,1929,737826014890496000
10628,3768,737800304142471168
5374,1457,737678689543020544
10987,4856,737445876994609152
3839,879,737322739594330112
15627,8057,737310737551491075
4601,1894,736736130620620800
18893,8101,736392552031657984
4254,1362,736365877722001409
8655,3009,736225175608430592
8417,3240,736010884653420544
3832,1253,735991953473572864
4275,1191,735648611367784448
6583,2577,735635087207878657
13834,5520,735274964362878976
3565,964,735256018284875776
3331,1050,735137028879360001
2912,559,734912297295085568
13355,6849,734787690684657664
